repository_name,file_path,docstring,function
fluxml/torch.jl,repos/tmp-6198358016-369279/src/broadcast.jl,,"function broadcasted(::typeof(copy), t::Tensor{T,N}) where {T,N}
  t
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/broadcast.jl,,"function broadcast(::typeof(NNlib.sigmoid), t::Tensor)

  NNlib.sigmoid(t), Δ -> (∇sigmoid(Δ, t),)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/broadcast.jl,,"function broadcasted(::typeof(NNlib.relu), t::Tensor{T}) where T
  relu(t), Δ -> (nothing, ∇leaky_relu(Δ, t, zero(T)),)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/statistics.jl,,"function Statistics.mean(t::Tensor{T,N}; dims = :) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  if dims isa Colon
    atg_mean(ptr, t.ptr, options[T])
    Tensor{T,0}(ptr[], on(t))
  else
    atg_mean1(ptr, t.ptr, dims, length(dims), dims[1], options[T])
    Tensor{T,N-length(dims)}(ptr[], on(t))
  end
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/statistics.jl,,"function _sum(t::Tensor{T}, ::Colon) where T
  ptr = Ref(Ptr{Cvoid}())

  atg_sum(ptr, t.ptr, options[T])
  Tensor{T,0}(ptr[], on(t)) |> collect |> x -> x[]
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/statistics.jl,,"function _sum(t::Tensor{T,N}, dims) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  dims = N .- dims
  atg_sum1(ptr, t.ptr, [dims], length(dims), 1, options[T])
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/normalise.jl,,"function batchnorm(input::Tensor{T,N}, weight, bias,
                   running_mean, running_var,
                   training, momentum,
                   ep, cudnn_enabled) where {T,N}

  ptr = Ref(Ptr{Cvoid}())
  atg_batch_norm(ptr, input.ptr,
                 weight.ptr, bias.ptr,
                 running_mean.ptr, running_var.ptr,
                 training, momentum,
                 ep, cudnn_enabled)

  Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/normalise.jl,,"function ∇batchnorm(dy::AbstractArray, input::Tensor{T,N},
                    running_mean, invstd, weight::Tensor{T,S},
                    input_g = 1, weight_g = 1, bias_g = 1) where {T,N,S}

  ptr = [Ptr{Cvoid}() for i = 1:4]
  dy_ = tensor(dy, dev = on(input))

  atg_batch_norm_backward_reduce(ptr, dy_.ptr, input.ptr,
                                 running_mean.ptr, invstd.ptr,
                                 weight.ptr,
                                 input_g, weight_g, bias_g)

  rank = Ref{Cint}(-1)
  [Tensor{T,S}(i, on(input)) for i in ptr[1:4]]
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/normalise.jl,,"function ∇batchnorm_element(dy::AbstractArray, input::Tensor{T,N},
                    running_mean, invstd, weight::Tensor{T,S},
                    mean_dy = nothing, mean_dy_xmu = nothing) where {T,N,S}

  ptr = Ref(Ptr{Cvoid}())
  dy_ = tensor(dy, dev = on(input))

  atg_batch_norm_backward_elemt(ptr, dy_.ptr, input.ptr,
                                 running_mean.ptr, invstd.ptr,
                                 weight.ptr,
                                 weight.ptr, weight.ptr)

  Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/normalise.jl,,"function batchnorm(input, weight, bias,
                     running_mean, running_var,
                        training, momentum,
                  ep, cudnn_enabled) where {T,N}

  y = batchnorm(input, weight, bias, running_mean, running_var, training, momentum, ep, cudnn_enabled)

  y, Δ -> begin
     e = ∇batchnorm_element(Δ, input, running_mean, running_var, weight)
     vs = ∇batchnorm(Δ, input, running_mean, running_var, weight)
     (e, vs..., nothing, nothing, nothing, nothing)
  end
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function $op(t1::Tensor{T,N}, t2::Tensor{T,K}) where {T,N,K}
    ptr = Ref(Ptr{Cvoid}())
    rank = Ref{Cint}(-1)

    $fn(ptr, t1.ptr, t2.ptr)

    # TODO: using `rank` here causes compiler to emit error
    # make shape checking more robust
    # at_dim(rank, ptr[])
    Tensor{T,max(N,K)}(ptr[], on(t1))
  end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function $op(t::Tensor{T,N}, r::S) where {T,N,S <: Real}
    i = T[r]
    t2 = tensor(i, dev = on(t))
    res = $op(t, t2)
    res
  end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function LinearAlgebra.adjoint!(dest::Tensor, src::TensorMatrix{T}) where {T}
  ptr = Ref(Ptr{Cvoid}())
  p = parent(src)
  atg_t(ptr, p.ptr)
  t = TensorMatrix{T}(ptr[], on(p))
  at_copy_(dest.ptr, t.ptr)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function Base.copyto!(dest::Array, src::Union{Adjoint{T, <:TensorMatrix{T}},
                                              Transpose{T, <:TensorMatrix{T}}}) where T
  t = tensor(similar(src), dev = on(parent(src)))
  LinearAlgebra.adjoint!(t, src)
  copyto!(dest, t)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function *(a::Tensor, b::Union{Adjoint{T, <:TensorMatrix{T}},
                               Transpose{T, <:TensorMatrix{T}}}) where T
  ptr = Ref(Ptr{Cvoid}())
  p = Tensor(size(b)..., dev = on(a))
  LinearAlgebra.adjoint!(p, b.parent)
  a * p
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function *(a::Union{Adjoint{T, <:TensorMatrix{T}},
                    Transpose{T, <:TensorMatrix{T}}}, b::Tensor) where T
  ptr = Ref(Ptr{Cvoid}())
  p = Tensor(size(a)..., dev = on(b))
  LinearAlgebra.adjoint!(p, a.parent)
  p * b
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function Base.maximum(t::Tensor{T}; dims = :) where T
  ptr = Ref(Ptr{Cvoid}())
  atg_max(ptr, t.ptr)
  Tensor{T,0}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function Base.sqrt(t::Tensor{T,N}) where {T,N}
  ptr = Ref(Ptr{Cvoid}())
  atg_sqrt(ptr, t.ptr)
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function Base.cat(ts::Tensor{T,N}...; dims = 1) where {T,N}
  ptr = Ref(Ptr{Cvoid}())
  ts_arr = [i.ptr for i in ts]
  atg_cat(ptr, ts_arr, length(ts_arr), N - dims)
  Tensor{T,N}(ptr[], on(ts[1]))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function conv2d(input::Tensor{T}, filter::Tensor{T,N}, bias::Tensor{T};
                stride = [1],
                padding = [0],
                dilation = [1],
                groups = 1) where {T,N}

  ptr = Ref(Ptr{Cvoid}())

  atg_conv2d(ptr, input.ptr, filter.ptr, bias.ptr,
             reverse(stride), length(stride),
             reverse(padding), length(padding),
             reverse(dilation), length(dilation),
             groups)

  Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function conv_transpose_2d(input::Tensor{T}, filter::Tensor{T,N}, bias::Tensor{T};
        stride = [1],
        padding = [0],
        output_padding = [0],
        dilation = [1],
        groups = 1) where {T,N}

  ptr = Ref(Ptr{Cvoid}())

  atg_conv_transpose2d(ptr, input.ptr, filter.ptr, bias.ptr,
						reverse(stride), length(stride),
                       reverse(padding), length(padding),
                       reverse(output_padding), length(output_padding),
                       groups,
                       reverse(dilation), length(dilation))

  Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _depthwise_conv2d(input::Tensor{T}, filter::Tensor{T,N}, bias::Tensor{T};
                           stride = [1],
                           padding = [0],
                           dilation = [1]) where {T,N}

    # When groups == in_channels and out_channels == K * in_channels, where K is a positive integer,
    # this operation is also termed in literature as depthwise convolution.

    c_in = size(input)[end - 1]  # number of input channels
    c_out = size(filter)[end]    # number of output channels
    @assert mod(c_in, c_out) == 0 ""Invalid kernel size for depthwise convolution""

    groups = c_in
    ptr = Ref(Ptr{Cvoid}())

    atg_conv2d(ptr, input.ptr, filter.ptr, bias.ptr,
               reverse(stride), length(stride),
               reverse(padding), length(padding),
               reverse(dilation), length(dilation),
               groups)

    Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _softmax(input::Tensor{T,N}, dims = 1, dtype = options[T]) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_softmax(ptr, input.ptr, N - dims, dtype)
  Tensor{T,N}(ptr[], on(input))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _meanpool(t::Tensor{T,N}, kernel_size; stride = [1] , padding = [0]) where {T,N}
  k = collect(kernel_size)
  s = collect(stride)
  p = collect(padding)
  ptr = Ref(Ptr{Cvoid}())

  atg_avg_pool2d(ptr, t.ptr,
                 reverse(k), length(k),
                 reverse(s), length(s),
                 reverse(p), length(p),
                 0,  # ceil_mode
                 1,  # count_include_pad
                 prod(k)  # divisor_override
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _maxpool(t::Tensor{T,N}, kernel_size; stride = [1], padding = [0], dilation = [1]) where {T,N}
  k = collect(kernel_size)
  s = collect(stride)
  p = collect(padding)
  d = collect(dilation)
  ptr = Ref(Ptr{Cvoid}())

  atg_max_pool2d(ptr, t.ptr,
                 reverse(k), length(k),
                 reverse(s), length(s),
                 reverse(p), length(p),
                 reverse(d), length(d),
                 0,  # ceil_mode
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _maxpool(t::Tensor{T,M}, pdims::PoolDims{N,K,S,P,D};
                  ceil_mode = 0) where {N,K,S,P,D, T,M}
  k = collect(NNlib.kernel_size(pdims))
  s = collect(S)
  p = [P[1];P[3]]
  d = collect(D)

  ptr = Ref(Ptr{Cvoid}())

  atg_max_pool2d(ptr, t.ptr,
                 reverse(k), length(k),
                 reverse(s), length(s),
                 reverse(p), length(p),
                 reverse(d), length(d),
                 ceil_mode,                # ceil_mode
  )

  Tensor{T,M}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _maxpool_with_inds(t::Tensor{T,M}, pdims::PoolDims{N,K,S,P,D};
                            ceil_mode = 0) where {N,K,S,P,D, T,M}
  k = collect(NNlib.kernel_size(pdims))
  s = collect(S)
  p = [P[1];P[3]]
  d = collect(D)

  ptr = [Ptr{Cvoid}(), Ptr{Cvoid}()]

  atg_max_pool2d_with_indices(ptr, t.ptr,
                              reverse(k), length(k),
                              reverse(s), length(s),
                              reverse(p), length(p),
                              reverse(d), length(d),
                              ceil_mode,
  )

  Tensor{T,M}(ptr[1], on(t)), Tensor{T,M}(ptr[2], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _upsample_nearest2d(t::Tensor{T,N}, output_size) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_upsample_nearest2d(ptr, t.ptr,
                         reverse(output_size), length(output_size),
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _upsample_bilinear2d(t::Tensor{T,N}, output_size, align_corners = true) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_upsample_bilinear2d(ptr, t.ptr,
                         reverse(output_size), length(output_size),
                         align_corners,
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _upsample_bicubic2d(t::Tensor{T,N}, output_size, align_corners = true) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_upsample_bicubic2d(ptr, t.ptr,
                         reverse(output_size), length(output_size),
                         align_corners,
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function upsample(t::Tensor{T,N}, output_size, mode) where {T,N}
    if mode == :NEAREST
        _upsample_nearest2d(t, output_size)
    elseif mode == :LINEAR
        _upsample_bilinear2d(t, output_size)
    elseif mode == :CUBIC
        _upsample_bicubic2d(t, output_size)
    else
       error(""Unsupported mode $(mode)."")
    end
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function pad(t::Tensor{T,N}, padding) where {T,N}
  ptr = Ref(Ptr{Cvoid}())
  p = collect(padding)

  atg_constant_pad_nd(ptr, t.ptr,
                      p, length(p),
  )
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/ops.jl,,"function _chunk(t::Tensor{T,N}, chunks=2, dims=1) where {T,N}
  ts = [Ptr{Cvoid}() for _ in 1:chunks]
  atg_chunk(ts, t.ptr, chunks, N - dims)
  [Tensor{T,N}(ts[i], on(t)) for i in 1:chunks]
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function no_grad(f; flag = 0)
  at_no_grad(flag)
  f()
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Tensor{T,N}(ptr::Ptr, dev::Int) where {T,N}
    obj = new(ptr, dev)
    finalizer(async_free!, obj)
    # TURN_ON_LOGGING == true && (logdict[ptr] = (size(obj), stacktrace()))
    obj
  end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Tensor(::Type{T}, sz::Int...; dev = -1) where T
  ptr = Ref(Ptr{Cvoid}())
  dtype = options[T]
  sz = length(sz) == 2 ? collect(sz) : reverse(collect(sz))
  mem = dev
  d = Ref(pointer(sz))
  len = length(sz)

  # atg_rand
  atg_zeros(ptr, d.x, len, dtype, mem)
  Tensor{T, len}(ptr[], dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.ndims(t::Tensor)
  i = Int32[-1]
  at_dim(i, t.ptr)
  Int(i[1])
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.size(t::Tensor)
  dims = ndims(t)
  sz = zeros(Int32, dims)
  at_shape(t.ptr, pointer(sz))
  # s = Int.(tuple(sz...))
  if t isa TensorMatrix
    Int.(tuple(sz...))
  else
    reverse(Int.(tuple(sz...)))
  end
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.size(t::Tensor, dim::Int)
  sz = size(t)
  dim <= length(sz) ? sz[dim] : 1
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.similar(t::Tensor, ::Type{K}, sz::Int...) where {K}
  Tensor(K, sz..., dev = on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.copy(t::Tensor{T,N}) where {T,N}
  sz = size(t)
  z = zeros(T, sz...)
  copyto!(z, t)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.copyto!(dest::AbstractArray, src::Tensor)
  at_copy_data(src.ptr, dest, length(dest), sizeof(eltype(dest)))
  dest
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.reshape(t::Tensor{T,N}, dims::Union{Colon, Int}...) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  dims = Colon() in dims ? Base._reshape_uncolon(t, dims) : dims
  dims = length(dims) == 2 ? collect(dims) : reverse(collect(dims))
  atg_reshape(ptr, t.ptr, dims, length(dims))
  Tensor{T,length(dims)}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.zero(t::Tensor{T,N}) where {T, N}
  ptr = Ref(Ptr{Cvoid}())

  atg_zeros_like(ptr, t.ptr)
  Tensor{T, N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function Base.rand(::Type{Tensor{T}}, sz::Int...; dev = -1) where T <: Real

  ptr = Ref(Ptr{Cvoid}())
  dtype = options[T]
  sz = collect(sz)
  mem = dev
  len = length(sz)

  # atg_rand
  atg_rand(ptr, sz, len, dtype, mem)
  Tensor{T, len}(ptr[], dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function tensor(x::AbstractArray{T,N}; dev = -1) where {T,N}

  sz = if N == 2
    collect(size(x))
  elseif N == 1
    [collect(size(x));1]
  else
    collect(size(x)) |> reverse
  end
  # d = Ref(pointer(sz))
  el_sz_in_bytes = sizeof(eltype(x))
  nd = ndims(x)
  typ = options[T] 
  parr = Ref(pointer(x))

  ptr = Ref(Ptr{Cvoid}())
  at_tensor_of_data(ptr, parr.x, sz, nd, el_sz_in_bytes, typ)
  opt = Tensor{Float32, N}(ptr[], dev)
  to(opt, dev = dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function from_blob(x::AbstractArray{T,N}; dev = -1) where {T,N}
  sz = reverse(collect(size(x)))
  st = reverse(collect(strides(x)))
  ptr = Ref(Ptr{Cvoid}())
  at_from_blob(ptr, pointer(x), sz, length(sz), st, length(st), dev)
  Tensor{T,N}(ptr[], dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function to(x::Tensor{T,N}; dev = -1) where {T,N}
  ptr = Ref(Ptr{Cvoid}())
  atg_to(ptr, x.ptr, dev)
  Tensor{Float32,N}(ptr[], dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/tensor.jl,,"function free!(t::Tensor)
  # TURN_ON_LOGGING && delete!(logdict, t.ptr)
  at_free(t.ptr)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function tensor(x; kwargs...)
  tensor(x; kwargs...), Δ -> (collect(Δ),)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function cudnn_convolution_backward_bias(t::Tensor{T,N}) where {T,N}
  ptr = Ref(Ptr{Cvoid}())
  atg_cudnn_convolution_backward_bias(ptr, t.ptr)
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function ∇conv_data(dy::AbstractArray, w::Tensor{T},
                    cdims::DenseConvDims{M,K,C_in,C_out,S,P,D,F};
                    groups = 1,
                    benchmark = 0,
                    deterministic = 0) where {M,K,C_in,C_out,S,P,D,F, T}

  ptr = Ref(Ptr{Cvoid}())
  dy_ = tensor(dy, dev = on(w))
  padding          = [P[1];P[3]]
  stride           = collect(S)
  dilation         = collect(D)

  s = reverse([NNlib.input_size(cdims)...,
               NNlib.channels_in(cdims),
               size(dy_, ndims(dy_))])

  atg_cudnn_convolution_backward_input(ptr,
                                       s, length(s),
                                       dy_.ptr, w.ptr,
                                       padding,  length(padding),
                                       stride,   length(stride),
                                       dilation, length(dilation),
                                       groups, benchmark, deterministic)
  Tensor{T,ndims(dy_)}(ptr[], on(dy_))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function ∇conv_filter(w::Tensor{T}, dy::AbstractArray{T},
                      cdims::DenseConvDims{M,K,C_in,C_out,S,P,D,F};
                      groups = 1,
                      benchmark = 0,
                      deterministic = 0) where {M,K,C_in,C_out,S,P,D,F, T}

  dy_ = tensor(dy, dev = on(w))
  ptr = Ref(Ptr{Cvoid}())
  padding          = [P[1];P[3]]
  stride           = collect(S)
  dilation         = collect(D)

  s = reverse([NNlib.kernel_size(cdims)...,
               NNlib.channels_in(cdims),
               NNlib.channels_out(cdims)])

  atg_cudnn_convolution_backward_weight(ptr,
                                        s, length(s),
                                        dy_.ptr, w.ptr,
                                        padding,  length(padding),
                                        stride,   length(stride),
                                        dilation, length(dilation),
                                        groups, benchmark, deterministic)

  Tensor{T,ndims(dy_)}(ptr[], on(dy_))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function NNlib.∇maxpool(dy::AbstractArray{T}, y::Tensor{T,M}, x::Tensor{T,M},
                        pdims::PoolDims{N,K,S,P,D};
                        ceil_mode = 0,
                        indices=nothing) where {N,K,S,P,D, T,M}

  dy_ = tensor(dy, dev = on(y))
  ptr = Ref(Ptr{Cvoid}())
  kernel = collect(NNlib.kernel_size(pdims))
  stride = collect(S)
  padding = Int[P[1];P[3]]
  dilation = collect(D)
  atg_max_pool2d_with_indices_backward(ptr, dy_.ptr, x.ptr,
                          kernel, length(kernel),
                          stride, length(stride),
                          padding, length(padding),
                          dilation, length(dilation),
                          ceil_mode,
                          indices.ptr
  )

  mp = Tensor{T,N}(ptr[], on(x))
  reshape(mp, reverse(size(mp))...)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function NNlib.maxpool(t::Tensor, pdims::PoolDims; ceil_mode = 0)
  y, inds = _maxpool_with_inds(t, pdims, ceil_mode = ceil_mode)
  y, Δ -> begin
    (∇maxpool(Δ, y, t, pdims, ceil_mode = ceil_mode, indices = inds), nothing)
  end
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function NNlib.∇meanpool(dy::AbstractArray, y::Tensor{T,M}, x::Tensor{T,M},
                         pdims::PoolDims{N,K,S,P,D};
                         ceil_mode = 0,
                         count_include_pad = 1,
                         divisor_override = 1) where {N,K,S,P,D, T,M}

  ptr = Ref(Ptr{Cvoid}())
  dy_ = dy isa Base.ReshapedArray ? reshape(parent(dy), dy.dims...) : tensor(dy, dev = on(y))
  kernel = collect(NNlib.kernel_size(pdims))
  stride = collect(S)
  padding = [P[1];P[3]]

  atg_avg_pool2d_backward(ptr,
                          dy_.ptr, x.ptr,
                          kernel, length(kernel),
                          stride, length(stride),
                          padding, length(padding),
                          ceil_mode,
                          count_include_pad,
                          divisor_override)

  Tensor{T,M}(ptr[], on(x))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function ∇sigmoid(dy::AbstractArray, t::Tensor{T,N}) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  dy_ = tensor(dy, dev = on(t))
  atg_sigmoid_backward(ptr, dy_.ptr, t.ptr)
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function NNlib.sigmoid(t::Tensor)
  x = sigmoid(t)
  x, Δ -> (∇sigmoid(Δ, x),)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function ∇leaky_relu(dy::AbstractArray, x::Tensor{T,N}, slope) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  dy_ = tensor(dy, dev = on(x))
  atg_leaky_relu_backward(ptr, dy_.ptr, x.ptr, Scalar(slope).ptr)
  Tensor{T,N}(ptr[], on(x))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/grads.jl,,"function NNlib.relu(t::Tensor{T,N}) where {T,N}
  NNlib.relu(t), Δ -> (∇leaky_relu(Δ, t, zero(T)),)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/scalar.jl,,"function Scalar(r::T; dev = -1) where T <: Real
  ptr = Ref(Ptr{Cvoid}())

  ats_float(ptr, float.(r))
  Scalar{T}(ptr[], dev)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.conv(x::Tensor{xT, N}, w::Tensor, b::Tensor{T},
                    cdims::DenseConvDims{M,K,C_in,C_out,S,P,D,F}) where {T,N,xT,M,K,C_in,C_out,S,P,D,F}
  op = conv2d(x, w, b, stride = collect(S), padding = [P[1];P[3]], dilation = collect(D))
  op
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.conv(x::Tensor, w::Tensor, cdims::DenseConvDims)
  b = zeros(Tensor{Float32}, size(w)[end], dev = on(w))
  op = conv(x, w, b, cdims)
  op
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.depthwiseconv(x::Tensor{xT, N}, w::Tensor, b::Tensor{T};
                             stride = 1, pad = 0, dilation = 1) where {T, N, xT}
  op = _depthwise_conv2d(x, w, b, stride = collect(stride), padding = collect(pad),
                         dilation = collect(dilation))
  op
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.depthwiseconv(x::Tensor, w::Tensor; stride = 1, pad = 0, dilation = 1)
  b = zeros(Tensor{Float32}, size(w)[end], dev = on(w))
  op = depthwiseconv(x, w, b, stride = collect(stride), pad = collect(pad),
                     dilation = collect(dilation))
  op
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.relu(t::Tensor{T,N}) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_relu(ptr, t.ptr)
  Tensor{T,N}(ptr[], on(t))
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/nnlib.jl,,"function NNlib.leakyrelu(t::Tensor{T,N}) where {T,N}
  ptr = Ref(Ptr{Cvoid}())

  atg_leaky_relu(ptr, t.ptr)
  Tensor{T,N}(ptr[], on(t))
end"
